,id,name,city,state,rating,review_count,cost,latitude,longitude,has_delivery,has_pickup,url,icedog
93823,taco-bell-garland-9,Taco Bell,Garland,Texas,1.5,6,1,32.909040000000005,-96.64815,False,False,https://www.yelp.com/biz/taco-bell-garland-9?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
94013,wendys-fremont,Wendy's,Fremont,California,3.5,73,1,37.5054467199529,-121.973158357887,False,False,https://www.yelp.com/biz/wendys-fremont?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
94115,chipotle-mexican-grill-fremont-4,Chipotle Mexican Grill,Fremont,California,3.0,28,1,37.51128,-121.94098000000001,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-fremont-4?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
94160,chipotle-mexican-grill-fremont-3,Chipotle Mexican Grill,Fremont,California,3.0,385,1,37.554512402533,-121.98154466538,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-fremont-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
94229,taco-bell-fremont-13,Taco Bell,Fremont,California,3.0,48,1,37.548534000000004,-121.988529,False,False,https://www.yelp.com/biz/taco-bell-fremont-13?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
94240,buffalo-wild-wings-fremont-4,Buffalo Wild Wings,Fremont,California,2.0,448,2,37.5012186734266,-121.971424382332,False,False,https://www.yelp.com/biz/buffalo-wild-wings-fremont-4?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
94245,taco-bell-fremont-5,Taco Bell,Fremont,California,2.0,107,1,37.534619218357,-121.96641143466002,False,False,https://www.yelp.com/biz/taco-bell-fremont-5?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
94342,chipotle-mexican-grill-fremont-2,Chipotle Mexican Grill,Fremont,California,2.5,267,1,37.5043367028514,-121.975554304534,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-fremont-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
94349,wendys-fremont-2,Wendy's,Fremont,California,2.5,46,1,37.534667,-121.996025,False,False,https://www.yelp.com/biz/wendys-fremont-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
94407,taco-bell-fremont-15,Taco Bell,Fremont,California,3.0,40,1,37.491101,-121.927858,False,False,https://www.yelp.com/biz/taco-bell-fremont-15?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
94408,taco-bell-fremont-3,Taco Bell,Fremont,California,2.0,75,1,37.559,-122.0089,False,False,https://www.yelp.com/biz/taco-bell-fremont-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
94595,burger-king-fremont,Burger King,Fremont,California,2.0,36,1,37.5324,-121.95855,False,False,https://www.yelp.com/biz/burger-king-fremont?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
94610,chipotle-mexican-grill-newark-2,Chipotle Mexican Grill,Fremont,California,3.0,164,1,37.5507926940918,-122.051635742188,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-newark-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
94869,wendys-newark-11,Wendy's,Fremont,California,2.5,44,1,37.548122406005895,-122.045692443848,False,False,https://www.yelp.com/biz/wendys-newark-11?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
98016,taco-bell-san-bernardino-4,Taco Bell,San Bernardino,California,4.0,15,1,34.161757,-117.3341,False,False,https://www.yelp.com/biz/taco-bell-san-bernardino-4?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
98033,ihop-san-bernardino-3,IHOP,San Bernardino,California,3.5,68,2,34.06548,-117.28218999999999,False,False,https://www.yelp.com/biz/ihop-san-bernardino-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
98109,chipotle-mexican-grill-san-bernardino-2,Chipotle Mexican Grill,San Bernardino,California,3.0,119,1,34.069332351201,-117.26181193816002,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-san-bernardino-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
98111,buffalo-wild-wings-san-bernardino-2,Buffalo Wild Wings,San Bernardino,California,2.0,451,2,34.06609,-117.27103999999999,False,False,https://www.yelp.com/biz/buffalo-wild-wings-san-bernardino-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
98243,burger-king-san-bernardino-9,Burger King,San Bernardino,California,2.5,11,1,34.135661999999996,-117.29376200000002,False,False,https://www.yelp.com/biz/burger-king-san-bernardino-9?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
98291,taco-bell-san-bernardino-2,Taco Bell,San Bernardino,California,1.5,14,1,34.10241,-117.30043,False,False,https://www.yelp.com/biz/taco-bell-san-bernardino-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
98466,taco-bell-san-bernardino-3,Taco Bell,San Bernardino,California,2.0,16,1,34.135852,-117.28963200000001,False,False,https://www.yelp.com/biz/taco-bell-san-bernardino-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
98477,burger-king-san-bernardino-3,Burger King,San Bernardino,California,1.5,13,1,34.1163716134532,-117.27838949088999,False,False,https://www.yelp.com/biz/burger-king-san-bernardino-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
98539,burger-king-san-bernardino-2,Burger King,San Bernardino,California,2.0,17,1,34.062769,-117.281852,False,False,https://www.yelp.com/biz/burger-king-san-bernardino-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
98581,chipotle-mexican-grill-rialto-3,Chipotle Mexican Grill,San Bernardino,California,2.5,12,3,34.077106,-117.3704249,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-rialto-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
98593,ihop-highland,IHOP,San Bernardino,California,2.0,54,2,34.1356751,-117.231825,False,False,https://www.yelp.com/biz/ihop-highland?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
98643,chipotle-mexican-grill-rialto,Chipotle Mexican Grill,San Bernardino,California,2.0,96,1,34.1341345757246,-117.367951199412,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-rialto?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
98708,ihop-san-bernardino-4,IHOP,San Bernardino,California,2.0,82,2,34.1647,-117.33216999999999,False,False,https://www.yelp.com/biz/ihop-san-bernardino-4?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
98749,taco-bell-highland-4,Taco Bell,San Bernardino,California,2.5,15,1,34.13583,-117.23293000000001,False,False,https://www.yelp.com/biz/taco-bell-highland-4?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
98833,burger-king-san-bernardino-5,Burger King,San Bernardino,California,2.5,12,1,34.1925086975098,-117.361885070801,False,False,https://www.yelp.com/biz/burger-king-san-bernardino-5?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
98864,taco-bell-san-bernardino-10,Taco Bell,San Bernardino,California,1.5,3,1,34.1791567951441,-117.32660226523899,False,False,https://www.yelp.com/biz/taco-bell-san-bernardino-10?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
101109,chipotle-mexican-grill-modesto-4,Chipotle Mexican Grill,Modesto,California,3.5,92,1,37.688390000000005,-121.05118,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-modesto-4?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101113,taco-bell-modesto-9,Taco Bell,Modesto,California,4.5,12,1,37.711828000000004,-120.998972,False,False,https://www.yelp.com/biz/taco-bell-modesto-9?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101158,chipotle-mexican-grill-modesto-2,Chipotle Mexican Grill,Modesto,California,3.0,44,1,37.6709315643758,-120.994646609829,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-modesto-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101213,wendys-modesto-4,Wendy's,Modesto,California,2.5,28,1,37.6658,-120.99456,False,False,https://www.yelp.com/biz/wendys-modesto-4?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101216,taco-bell-modesto-2,Taco Bell,Modesto,California,2.5,22,1,37.68985,-121.01218,False,False,https://www.yelp.com/biz/taco-bell-modesto-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101236,taco-bell-modesto-2,Taco Bell,Modesto,California,2.5,22,1,37.68985,-121.01218,False,False,https://www.yelp.com/biz/taco-bell-modesto-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101238,taco-bell-modesto-13,Taco Bell,Modesto,California,3.5,25,1,37.681538,-120.96188500000001,False,False,https://www.yelp.com/biz/taco-bell-modesto-13?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101250,taco-bell-modesto-5,Taco Bell,Modesto,California,2.5,16,1,37.6649594209349,-120.975395925343,False,False,https://www.yelp.com/biz/taco-bell-modesto-5?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101251,buffalo-wild-wings-modesto-2,Buffalo Wild Wings,Modesto,California,2.5,302,2,37.687129999999996,-121.053292,False,False,https://www.yelp.com/biz/buffalo-wild-wings-modesto-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
101254,taco-bell-modesto-10,Taco Bell,Modesto,California,4.0,13,2,37.673639,-121.036876,False,False,https://www.yelp.com/biz/taco-bell-modesto-10?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101269,ihop-modesto-3,IHOP,Modesto,California,3.0,59,2,37.66714,-121.03066000000001,False,False,https://www.yelp.com/biz/ihop-modesto-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
101303,taco-bell-modesto-11,Taco Bell,Modesto,California,4.0,3,1,37.647433,-121.032227,False,False,https://www.yelp.com/biz/taco-bell-modesto-11?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101333,ihop-modesto,IHOP,Modesto,California,2.5,30,1,37.60965170000001,-120.966546,False,False,https://www.yelp.com/biz/ihop-modesto?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
101334,ihop-modesto,IHOP,Modesto,California,2.5,30,1,37.60965170000001,-120.966546,False,False,https://www.yelp.com/biz/ihop-modesto?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
101362,wendys-modesto-5,Wendy's,Modesto,California,2.5,11,1,37.686981200000005,-121.0487595,False,False,https://www.yelp.com/biz/wendys-modesto-5?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101381,taco-bell-modesto-3,Taco Bell,Modesto,California,2.5,14,1,37.639897,-121.00211499999999,False,False,https://www.yelp.com/biz/taco-bell-modesto-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101419,wendys-modesto,Wendy's,Modesto,California,1.5,22,1,37.6590461730957,-121.031593322754,False,False,https://www.yelp.com/biz/wendys-modesto?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101467,burger-king-modesto-2,Burger King,Modesto,California,2.5,8,1,37.63862,-120.93043999999999,False,False,https://www.yelp.com/biz/burger-king-modesto-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101490,burger-king-modesto,Burger King,Modesto,California,1.5,18,1,37.6893727617025,-121.031055667551,False,False,https://www.yelp.com/biz/burger-king-modesto?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101494,burger-king-modesto-4,Burger King,Modesto,California,2.0,9,1,37.66124,-120.95816,False,False,https://www.yelp.com/biz/burger-king-modesto-4?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101516,taco-bell-modesto-12,Taco Bell,Modesto,California,3.0,10,3,37.63842,-120.9288,False,False,https://www.yelp.com/biz/taco-bell-modesto-12?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101521,burger-king-modesto-6,Burger King,Modesto,California,2.0,7,3,37.6489,-121.03023999999999,False,False,https://www.yelp.com/biz/burger-king-modesto-6?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101533,taco-bell-modesto-18,Taco Bell,Modesto,California,2.0,7,1,37.6112,-120.978047,False,False,https://www.yelp.com/biz/taco-bell-modesto-18?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101587,chipotle-mexican-grill-riverbank,Chipotle Mexican Grill,Modesto,California,4.0,20,1,37.7120605542336,-120.957809644105,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-riverbank?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101605,taco-bell-modesto-4,Taco Bell,Modesto,California,2.5,11,1,37.7001,-121.068673,False,False,https://www.yelp.com/biz/taco-bell-modesto-4?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101622,wendys-modesto-6,Wendy's,Modesto,California,2.5,7,1,37.608711242675795,-120.97207641601601,False,False,https://www.yelp.com/biz/wendys-modesto-6?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101702,burger-king-modesto-5,Burger King,Modesto,California,1.5,10,1,37.6899271678495,-120.958421786572,False,False,https://www.yelp.com/biz/burger-king-modesto-5?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
101769,taco-bell-modesto-19,Taco Bell,Modesto,California,2.5,6,3,37.671314162966105,-121.030155784017,False,False,https://www.yelp.com/biz/taco-bell-modesto-19?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
101776,burger-king-modesto-3,Burger King,Modesto,California,2.0,21,1,37.7096748352051,-121.079238891602,False,False,https://www.yelp.com/biz/burger-king-modesto-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
104040,chipotle-mexican-grill-fontana,Chipotle Mexican Grill,Fontana,California,2.5,86,1,34.0625042474076,-117.435182058481,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-fontana?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
104051,wendys-fontana-3,Wendy's,Fontana,California,3.0,20,1,34.121016999999995,-117.48986000000001,False,False,https://www.yelp.com/biz/wendys-fontana-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
104062,chipotle-mexican-grill-fontana-2,Chipotle Mexican Grill,Fontana,California,2.5,29,1,34.1386251,-117.4414764,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-fontana-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
104092,wendys-fontana-2,Wendy's,Fontana,California,3.0,19,1,34.0704949,-117.4348366,False,False,https://www.yelp.com/biz/wendys-fontana-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
104118,wendys-fontana,Wendy's,Fontana,California,3.0,48,1,34.1499404907227,-117.47503662109399,False,False,https://www.yelp.com/biz/wendys-fontana?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
104128,ihop-fontana,IHOP,Fontana,California,3.0,57,2,34.10715,-117.43673000000001,False,False,https://www.yelp.com/biz/ihop-fontana?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
104186,ihop-fontana-2,IHOP,Fontana,California,3.0,36,2,34.0759743,-117.43554509999998,False,False,https://www.yelp.com/biz/ihop-fontana-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
104205,taco-bell-fontana,Taco Bell,Fontana,California,2.5,24,1,34.106674,-117.43186399999999,False,False,https://www.yelp.com/biz/taco-bell-fontana?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
104219,taco-bell-fontana-3,Taco Bell,Fontana,California,2.0,28,1,34.070353000000004,-117.44025800000001,False,False,https://www.yelp.com/biz/taco-bell-fontana-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
104254,taco-bell-fontana-6,Taco Bell,Fontana,California,1.5,33,1,34.13875,-117.45398,False,False,https://www.yelp.com/biz/taco-bell-fontana-6?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
104411,chipotle-mexican-grill-rialto-3,Chipotle Mexican Grill,Fontana,California,2.5,12,3,34.077106,-117.3704249,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-rialto-3?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
104501,taco-bell-fontana-7,Taco Bell,Fontana,California,2.0,46,1,34.148759999999996,-117.47448999999999,False,False,https://www.yelp.com/biz/taco-bell-fontana-7?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
104760,buffalo-wild-wings-rancho-cucamonga,Buffalo Wild Wings,Fontana,California,2.0,846,2,34.10468,-117.53772,False,False,https://www.yelp.com/biz/buffalo-wild-wings-rancho-cucamonga?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
104835,chipotle-mexican-grill-rancho-cucamonga,Chipotle Mexican Grill,Fontana,California,3.5,121,1,34.077709999999996,-117.55748999999999,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-rancho-cucamonga?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
106048,buffalo-wild-wings-oxnard,Buffalo Wild Wings,Oxnard,California,2.0,428,2,34.218272999999996,-119.160825,False,False,https://www.yelp.com/biz/buffalo-wild-wings-oxnard?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
106090,taco-bell-oxnard,Taco Bell,Oxnard,California,3.5,9,1,34.21075,-119.19458999999999,False,False,https://www.yelp.com/biz/taco-bell-oxnard?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
106105,ihop-oxnard-2,IHOP,Oxnard,California,3.0,49,2,34.2198554,-119.1775869,False,False,https://www.yelp.com/biz/ihop-oxnard-2?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,field
106201,chipotle-mexican-grill-oxnard,Chipotle Mexican Grill,Oxnard,California,2.5,53,1,34.234004,-119.178703,False,False,https://www.yelp.com/biz/chipotle-mexican-grill-oxnard?adjust_creative=U8oc7RYFD0Y2TNHt_Uw11A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=U8oc7RYFD0Y2TNHt_Uw11A,hotdog_only
